cid,molecular_formula,molecular_weight,x_log_p,h_bond_donor_count,h_bond_acceptor_count,lipinski,casrn,id,casregno,uid,exp,chem_name,def,uvcb,flag,activity
97053,C11H13NO4,223.22,1.8,1,4,TRUE,39608-31-6,28096,39608316,NA,NA,"Glycine, N-methyl-N-[(phenylmethoxy)carbonyl]-",NA,NA,NA,INACTIVE
44151922,C20H33N2NaO7-2,436.5,NA,0,8,FALSE,206886-68-2,66119,206886682,NA,NA,"Glycine, N-[2-[bis(carboxymethyl)amino]ethyl]-N-(1-oxododecyl)-, sodium salt (1:?)",NA,NA,PMN; 5E,INACTIVE
73557378,C20H35N2NaO7,438.5,NA,2,8,FALSE,206886-68-2,66119,206886682,NA,NA,"Glycine, N-[2-[bis(carboxymethyl)amino]ethyl]-N-(1-oxododecyl)-, sodium salt (1:?)",NA,NA,PMN; 5E,INACTIVE
173125,C33H38O7,546.6,NA,5,7,FALSE,68892-00-2,48597,68892002,NA,NA,"Benzoic acid, 2-hydroxy-, polymer with 4-(1,1-dimethylethyl)phenol, formaldehyde and 4,4'-(1-methylethylidene)bis[phenol]",NA,NA,XU,ACTIVE
21159,C6H12O,100.16,1.1,0,1,TRUE,5076-20-0,12974,5076200,NA,NA,"Oxirane, 2,2,3,3-tetramethyl-",NA,NA,NA,INACTIVE
12339,C5H12S,104.22,2.1,0,1,TRUE,628-29-5,6496,628295,NA,NA,"Butane, 1-(methylthio)-",NA,NA,NA,ACTIVE
13589,C4H8O2,88.11,-0.2,0,2,FALSE,930-37-0,7461,930370,NA,NA,"Oxirane, 2-(methoxymethyl)-",NA,NA,NA,ACTIVE
113224,C10H22IN,283.19,NA,1,1,FALSE,63451-00-3,33198,63451003,NA,NA,"Piperidine, 1,2,2,6,6-pentamethyl-, hydriodide (1:1)",NA,NA,NA,INACTIVE
110464,C11H10N2O2,202.21,2.7,0,3,TRUE,68527-68-4,45048,68527684,NA,NA,"Quinoline, 5,6-dimethyl-8-nitro-",NA,NA,NA,INACTIVE
109272,C36H71Br4O4P,918.5,16.3,1,4,FALSE,68298-31-7,41521,68298317,NA,NA,"1-Octadecanol, 9,10-dibromo-, 1,1'-(hydrogen phosphate)",NA,NA,NA,INACTIVE
14741,C26H47O3P,438.6,10.9,0,3,FALSE,1254-78-0,8154,1254780,NA,NA,"Phosphorous acid, didecyl phenyl ester",NA,NA,NA,ACTIVE
171968,C14H21N3O7S,375.4,NA,6,8,FALSE,67893-17-8,37474,67893178,NA,NA,"Benzenesulfonic acid, hydroxy-, polymer with formaldehyde, phenol and urea, ammonium salt",NA,NA,XU,ACTIVE
14855,C7H7ClO,142.58,2.8,1,1,TRUE,1570-64-5,8829,1570645,NA,NA,"Phenol, 4-chloro-2-methyl-",NA,NA,NA,ACTIVE
21118956,C10H14O3S,214.28,1.6,0,3,TRUE,63549-11-1,33340,63549111,NA,NA,"1,2-Benzoxathiin, 5,6,7,8-tetrahydro-4,7-dimethyl-, 2,2-dioxide",NA,NA,NA,INACTIVE
11067475,C20H14N2O3,330.3,4.6,3,5,TRUE,101904-51-2,61773,101904512,NA,NA,"3-Acridinecarboxylic acid, 9,10-dihydro-9-oxo-2-(phenylamino)-",NA,NA,PMN,INACTIVE
6914518,Ag3As,398.526,NA,0,0,FALSE,12417-99-1,18150,12417991,NA,NA,Arsenargentite (Ag3As),NA,NA,NA,INACTIVE
11875,C7H4ClNO3,185.56,2.4,0,3,TRUE,610-14-0,6021,610140,NA,NA,"Benzoyl chloride, 2-nitro-",NA,NA,NA,ACTIVE
6441739,C20H26N2O4,358.4,NA,2,5,FALSE,68015-76-9,38573,68015769,NA,NA,"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene, ethyl 2-propenoate and 2-propenenitrile, ammonium salt",NA,NA,XU,INACTIVE
23741,C16H32O,240.42,7.3,0,1,FALSE,7320-37-8,14826,7320378,NA,NA,"Oxirane, 2-tetradecyl-",NA,NA,NA,ACTIVE
1672,C4H11NO,89.14,-0.5,1,2,FALSE,5332-73-0,13160,5332730,NA,NA,"1-Propanamine, 3-methoxy-",NA,NA,NA,ACTIVE
3482402,C10H15Cl2NO2,252.13,2.4,0,2,TRUE,71526-07-3,54617,71526073,NA,NA,"Ethanone, 2,2-dichloro-1-(1-oxa-4-azaspiro[4.5]dec-4-yl)-",NA,NA,PMN; S; 5E,INACTIVE
7039,C9H12O3,168.19,0.7,3,3,TRUE,91-04-3,1481,91043,NA,NA,"1,3-Benzenedimethanol, 2-hydroxy-5-methyl-",NA,NA,NA,ACTIVE
38235,C9H18N2O2S,218.32,2.2,1,4,TRUE,39196-18-4,27955,39196184,NA,NA,"2-Butanone, 3,3-dimethyl-1-(methylthio)-, O-[(methylamino)carbonyl]oxime",NA,NA,NA,ACTIVE
5364932,C9H18N2O2S,218.32,2.2,1,4,TRUE,39196-18-4,27955,39196184,NA,NA,"2-Butanone, 3,3-dimethyl-1-(methylthio)-, O-[(methylamino)carbonyl]oxime",NA,NA,NA,ACTIVE
5361043,C9H18N2O2S,218.32,2.2,1,4,TRUE,39196-18-4,27955,39196184,NA,NA,"2-Butanone, 3,3-dimethyl-1-(methylthio)-, O-[(methylamino)carbonyl]oxime",NA,NA,NA,ACTIVE
89087,C24H18ClN3O3,431.9,6.6,2,5,FALSE,21889-27-0,21868,21889270,NA,NA,"2-Naphthalenecarboxamide, 4-[2-(3-chlorophenyl)diazenyl]-3-hydroxy-N-(2-methoxyphenyl)-",NA,NA,NA,ACTIVE
85234,C7H8O3S,172.2,1.8,0,4,TRUE,16003-16-0,20079,16003160,NA,NA,"Acetic acid, 2-(2-furanylthio)-, methyl ester",NA,NA,NA,INACTIVE
20026291,C17H19NO6,333.3,3.5,0,6,TRUE,71172-14-0,54098,71172140,NA,NA,"Benzene, 1,2-dimethoxy-4-[1-(4-methoxyphenoxy)ethyl]-5-nitro-",NA,NA,NA,INACTIVE
23960,Th,232.038,NA,0,0,FALSE,7440-29-1,14990,7440291,NA,NA,Thorium,NA,NA,NA,ACTIVE
76150,C12H14O4,222.24,1.8,0,4,TRUE,2881-83-6,10590,2881836,NA,NA,"Benzenepropanoic acid, 4-methoxy-.beta.-oxo-, ethyl ester",NA,NA,NA,INACTIVE
89413,C57H59ClO8,907.5,NA,0,7,FALSE,21016-22-8,21693,21016228,NA,NA,"1-Benzopyrylium, 8-[5-[6,7-dihydro-2,4-bis[4-(pentyloxy)phenyl]-5H-1-benzopyran-8-yl]-2,4-pentadien-1-ylidene]-5,6,7,8-tetrahydro-2,4-diphenyl-, perchlorate (1:1)",NA,NA,NA,INACTIVE
6627,C12H10Cl2Si,253.19,NA,0,0,FALSE,80-10-4,695,80104,NA,NA,"Benzene, 1,1'-(dichlorosilylene)bis-",NA,NA,NA,ACTIVE
10167209,C14H18K5N3O10,583.8,NA,0,13,FALSE,7216-95-7,14771,7216957,NA,NA,"Glycine, N,N-bis[2-[bis(carboxymethyl)amino]ethyl]-, potassium salt (1:5)",NA,NA,PMN,ACTIVE
92018038,C14H23KN3O10,432.44,NA,5,13,FALSE,7216-95-7,14771,7216957,NA,NA,"Glycine, N,N-bis[2-[bis(carboxymethyl)amino]ethyl]-, potassium salt (1:5)",NA,NA,PMN,ACTIVE
138395840,C14H18K25N3O10+20,1365.76,NA,0,13,FALSE,7216-95-7,14771,7216957,NA,NA,"Glycine, N,N-bis[2-[bis(carboxymethyl)amino]ethyl]-, potassium salt (1:5)",NA,NA,PMN,ACTIVE
21118876,C29H34O2,414.6,9.2,0,2,FALSE,69777-74-8,51865,69777748,NA,NA,"[1,1'-Biphenyl]-4-carboxylic acid, 4'-[(2S)-2-methylbutyl]-, 4-[(2S)-2-methylbutyl]phenyl ester",NA,NA,PMN,INACTIVE
79654,C34H68N2O2,536.9,13.5,2,2,FALSE,5518-18-3,13418,5518183,NA,NA,"Hexadecanamide, N,N'-1,2-ethanediylbis-",NA,NA,NA,ACTIVE
136033694,C20H12Cl3CuN5Na2O8S2+2,730.4,NA,5,13,FALSE,71598-36-2,54796,71598362,NA,NA,"Cuprate(2-), [4-(hydroxy-.kappa.O)-3-[2-[2-(hydroxy-.kappa.O)-5-sulfophenyl]diazenyl-.kappa.N1]-7-[(2,5,6-trichloro-4-pyrimidinyl)amino]-2-naphthalenesulfonato(4-)]-, sodium (1:2)",NA,NA,NA,ACTIVE
154734695,C20H8Cl3CuN5Na2O8S2,726.3,NA,1,13,FALSE,71598-36-2,54796,71598362,NA,NA,"Cuprate(2-), [4-(hydroxy-.kappa.O)-3-[2-[2-(hydroxy-.kappa.O)-5-sulfophenyl]diazenyl-.kappa.N1]-7-[(2,5,6-trichloro-4-pyrimidinyl)amino]-2-naphthalenesulfonato(4-)]-, sodium (1:2)",NA,NA,NA,ACTIVE
163360242,C20H12Cl3CuN5Na2O8S2+2,730.4,NA,5,13,FALSE,71598-36-2,54796,71598362,NA,NA,"Cuprate(2-), [4-(hydroxy-.kappa.O)-3-[2-[2-(hydroxy-.kappa.O)-5-sulfophenyl]diazenyl-.kappa.N1]-7-[(2,5,6-trichloro-4-pyrimidinyl)amino]-2-naphthalenesulfonato(4-)]-, sodium (1:2)",NA,NA,NA,ACTIVE
92536,C40H52Zr,624.1,NA,0,4,FALSE,56797-10-5,30783,56797105,NA,NA,"Zirconium, tetrakis(2-methyl-2-phenylpropyl)-",NA,NA,NA,INACTIVE
22843,C16H12Cl2N4O7S2,507.3,2.1,2,10,FALSE,25739-65-5,23548,25739655,NA,NA,"Benzenesulfonic acid, 2,5-dichloro-4-[4,5-dihydro-3-methyl-5-oxo-4-[2-(4-sulfophenyl)diazenyl]-1H-pyrazol-1-yl]-",NA,NA,NA,INACTIVE
7650,C11H14O2,178.23,2.8,0,2,TRUE,103-37-7,2197,103377,NA,NA,"Butanoic acid, phenylmethyl ester",NA,NA,NA,ACTIVE
6452281,C18H26N2O6,366.4,NA,3,8,FALSE,50885-98-8,29056,50885988,NA,NA,"1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-, polymer with 1,3-diisocyanatomethylbenzene and 2-methyloxirane",NA,NA,XU,INACTIVE
163371,C32H21ClF2N6O11S3,835.2,5.1,6,18,FALSE,68413-52-5,42919,68413525,NA,NA,"2,7-Naphthalenedisulfonic acid, 5-(benzoylamino)-3-[2-[5-[[(5-chloro-2,6-difluoro-4-pyrimidinyl)amino]methyl]-1-sulfo-2-naphthalenyl]diazenyl]-4-hydroxy-",NA,NA,NA,INACTIVE
112668,C38H70O2,559,17.5,2,2,FALSE,63451-51-4,33218,63451514,NA,NA,"1,4-Benzenediol, bis(1-methylpentadecyl)-",NA,NA,NA,INACTIVE
109619,C17H15NO2,265.31,NA,1,3,FALSE,68140-47-6,40193,68140476,NA,NA,"Benzeneacetic acid, compd. with isoquinoline (1:1)",NA,NA,NA,INACTIVE
72870,C8H6Cl2O,189.04,3,0,1,TRUE,2648-61-5,10331,2648615,NA,NA,"Ethanone, 2,2-dichloro-1-phenyl-",NA,NA,NA,INACTIVE
74933753,C38H24N8Na4O13S4,1020.9,NA,0,20,FALSE,72869-20-6,56976,72869206,NA,NA,"Benzenesulfonic acid, 2-[2-[4-[oxido-2-[4-[2-(4-sulfophenyl)diazenyl]phenyl]diazenyl]-2-sulfophenyl]ethenyl]-5-[2-[4-[2-(4-sulfophenyl)diazenyl]phenyl]diazenyl]-, sodium salt (1:4)",NA,NA,NA,INACTIVE
44145722,C38H24N8Na4O13S4,1020.9,NA,0,20,FALSE,72869-20-6,56976,72869206,NA,NA,"Benzenesulfonic acid, 2-[2-[4-[oxido-2-[4-[2-(4-sulfophenyl)diazenyl]phenyl]diazenyl]-2-sulfophenyl]ethenyl]-5-[2-[4-[2-(4-sulfophenyl)diazenyl]phenyl]diazenyl]-, sodium salt (1:4)",NA,NA,NA,INACTIVE
112894,C15H30O2,242.4,6.1,0,2,FALSE,62637-96-1,32575,62637961,NA,NA,"Undecanoic acid, 2-methylpropyl ester",NA,NA,NA,INACTIVE
116794,C18H21NO,267.4,5.2,1,2,FALSE,70682-64-3,52701,70682643,NA,NA,"Benzenamine, 4-(4-cyclohexylphenoxy)-",NA,NA,NA,INACTIVE
3084749,C14H14N2O,226.27,2.7,1,2,TRUE,39627-98-0,28103,39627980,NA,NA,"2-Pyridinecarboxamide, N-(2,6-dimethylphenyl)-",NA,NA,NA,ACTIVE
6591,C2H2Cl4,167.8,2.4,0,0,TRUE,79-34-5,656,79345,NA,NA,"Ethane, 1,1,2,2-tetrachloro-",NA,NA,NA,ACTIVE
5284377,C14H12N2Na2O6S2,414.4,NA,2,8,FALSE,25394-13-2,23336,25394132,NA,NA,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-amino-, sodium salt (1:?)",NA,NA,NA,INACTIVE
23675454,C14H13N2NaO6S2,392.4,NA,3,8,FALSE,25394-13-2,23336,25394132,NA,NA,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-amino-, sodium salt (1:?)",NA,NA,NA,INACTIVE
2779345,C7H4FNaO2,162.09,NA,0,3,FALSE,499-57-0,4629,499570,NA,NA,"Benzoic acid, 3-fluoro-, sodium salt (1:1)",NA,NA,PMN; S; 5E,ACTIVE
101847,C10H14F6N3P,321.2,NA,0,9,FALSE,733-51-7,6965,733517,NA,NA,"Benzenediazonium, 4-(diethylamino)-, hexafluorophosphate(1-) (1:1)",NA,NA,NA,INACTIVE
9577746,C44H68O8S2Sn,907.8,NA,0,10,FALSE,68928-78-9,49763,68928789,NA,NA,"1,2-Benzenedicarboxylic acid, 1,1'-[(dibutylstannylene)bis(thio-2,1-ethanediyl)] 2,2'-diisooctyl ester",NA,NA,NA,INACTIVE
133065685,C2H8O11Zn5,535,NA,8,11,FALSE,5970-61-6,13711,5970616,NA,NA,"Zincate(4-), bis[carbonato(2-)]pentaoxopenta-, hydrogen (1:4)",NA,NA,NA,ACTIVE
6453849,C10H20N8O5,332.32,NA,8,7,FALSE,59767-05-4,31563,59767054,NA,NA,"L-Arginine, compd. with N-(2,5-dioxo-4-imidazolidinyl)urea (1:1)",NA,NA,NA,INACTIVE
73556838,C6H4N4O5,212.12,0.1,0,6,TRUE,75184-02-0,58577,75184020,NA,NA,"Cyclohexadienone, 4(or 6)-diazo-2,6(or 2,4)-dinitro-",NA,NA,NA,INACTIVE
103446,C10H19NO2,185.26,-1.2,2,3,TRUE,65728-19-0,35159,65728190,NA,NA,"4-Piperidinecarboxylic acid, 2,2,6,6-tetramethyl-",NA,NA,NA,INACTIVE
123471,C8H12N2,136.19,0,2,2,TRUE,38020-69-8,27675,38020698,NA,NA,"Benzenemethanamine, 4-amino-N-methyl-",NA,NA,NA,INACTIVE
81229,C10H23NO2,189.3,1.2,2,3,TRUE,6752-33-6,14534,6752336,NA,NA,"Ethanol, 2,2'-(hexylimino)bis-",NA,NA,PMN; S,ACTIVE
10430,C5H10O2,102.13,1.2,1,2,TRUE,503-74-2,4671,503742,NA,NA,"Butanoic acid, 3-methyl-",NA,NA,NA,ACTIVE
96381,C14H20O2,220.31,4.9,0,2,TRUE,68298-48-6,41538,68298486,NA,NA,"1,3-Benzodioxole, 2-hexyl-2-methyl-",NA,NA,NA,ACTIVE
84889,C30H24Cl2FeN6O8,723.3,NA,0,14,FALSE,15388-48-4,19759,15388484,NA,NA,"Iron(2+), tris(2,2'-bipyridine-.kappa.N1,.kappa.N1')-, (OC-6-11)-, perchlorate (1:2)",NA,NA,NA,INACTIVE
163360313,C18H35N3O6,389.5,NA,4,9,FALSE,72968-62-8,57358,72968628,NA,NA,"2-Butanone, oxime, polymer with 1,6-diisocyanatohexane and 2-ethyl-2-(hydroxymethyl)-1,3-propanediol",NA,NA,XU,ACTIVE
522687,CrF3,108.991,NA,0,3,FALSE,7788-97-8,15439,7788978,NA,NA,Chromium fluoride (CrF3),NA,NA,NA,ACTIVE
17171,C15H15ClN2O,274.74,NA,2,3,FALSE,2465-29-4,10037,2465294,NA,NA,"Xanthylium, 3,6-bis(methylamino)-, chloride (1:1)",NA,NA,NA,INACTIVE
23617766,C15H15ClN2O,274.74,NA,2,3,FALSE,2465-29-4,10037,2465294,NA,NA,"Xanthylium, 3,6-bis(methylamino)-, chloride (1:1)",NA,NA,NA,INACTIVE
493954,C15H15N2O+,239.29,2.3,2,2,TRUE,2465-29-4,10037,2465294,NA,NA,"Xanthylium, 3,6-bis(methylamino)-, chloride (1:1)",NA,NA,NA,INACTIVE
65300,C10H21NO,171.28,2.5,1,1,TRUE,51115-67-4,29125,51115674,NA,NA,"Butanamide, N,2,3-trimethyl-2-(1-methylethyl)-",NA,NA,PMN,ACTIVE
132274284,C8H3F4NaO2,230.09,NA,0,6,FALSE,1701446-39-0,68363,1701446390,NA,NA,"Benzoic acid, 4-fluoro-3-(trifluoromethyl)-, sodium salt (1:1)",NA,NA,PMN; S; 5E,ACTIVE
75604,C20H8Cl2N2O4,411.2,4.2,2,6,TRUE,2490-60-0,10078,2490600,NA,NA,"Quino[2,3-b]acridine-6,7,13,14(5H,12H)-tetrone, 2,9-dichloro-",NA,NA,NA,ACTIVE
44145980,C17H28O7,344.4,NA,1,7,FALSE,69288-63-7,51748,69288637,NA,NA,"2-Propenoic acid, butyl ester, polymer with ethyl 2-propenoate and 2-hydroxyethyl 2-propenoate",NA,NA,XU,INACTIVE
168816,C33H60O15,696.8,NA,11,15,FALSE,28477-54-5,25052,28477545,NA,NA,"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid and 2,2,4-trimethyl-1,3-pentanediol",NA,NA,XU,ACTIVE
65213,C19H10Cl2O4S,405.2,NA,0,3,FALSE,56046-85-6,30587,56046856,NA,NA,"Xanthylium, 3,6-dichloro-9-(2-sulfophenyl)-, inner salt",NA,NA,NA,ACTIVE
6442130,C20H41NO4,359.5,NA,4,5,FALSE,68171-51-7,40656,68171517,NA,NA,"9-Hexadecenoic acid, (9Z)-, compd. with 2,2'-iminobis[ethanol] (1:1)",NA,NA,NA,INACTIVE
87156,C6H4NNa2O6P,263.05,NA,0,6,FALSE,17573-66-9,20677,17573669,NA,NA,"Phosphoric acid, mono(2-nitrophenyl) ester, sodium salt (1:2)",NA,NA,NA,INACTIVE
6850780,C40H40N12Na4O16S4,1165,NA,8,28,FALSE,16470-24-9,20242,16470249,NA,NA,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-[bis(2-hydroxyethyl)amino]-6-[(4-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-, sodium salt (1:4)",NA,NA,NA,ACTIVE
14422805,C40H40N12Na4O16S4,1165,NA,8,28,FALSE,12224-02-1,18018,12224021,NA,NA,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-[bis(2-hydroxyethyl)amino]-6-[(3-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-, sodium salt (1:4)",NA,NA,NA,ACTIVE
6709,C14H7ClO2,242.65,4,0,2,TRUE,82-44-0,1093,82440,NA,NA,"9,10-Anthracenedione, 1-chloro-",NA,NA,NA,ACTIVE
6485,C15H22O,218.33,5.4,1,1,FALSE,77-61-2,538,77612,NA,NA,"Phenol, 2,4-dimethyl-6-(1-methylcyclohexyl)-",NA,NA,NA,ACTIVE
85319,C6H11NO3,145.16,-0.6,1,3,TRUE,16180-96-4,20150,16180964,NA,NA,"Acetamide, N-[2-(acetyloxy)ethyl]-",NA,NA,NA,INACTIVE
6436418,C16H16ClN5O3S,393.8,NA,0,8,FALSE,14970-38-8,19606,14970388,NA,NA,"Benzothiazolium, 6-methoxy-3-methyl-2-[3-methyl-3-(4-nitrophenyl)-1-triazenyl]-, chloride (1:1)",NA,NA,NA,INACTIVE
122970,C8H18N6O2,230.27,0.2,4,6,TRUE,32813-95-9,26398,32813959,NA,NA,"Propanimidamide, 2,2'-(1,2-diazenediyl)bis[N-hydroxy-2-methyl-",NA,NA,NA,INACTIVE
9576781,C8H18N6O2,230.27,0.2,4,6,TRUE,32813-95-9,26398,32813959,NA,NA,"Propanimidamide, 2,2'-(1,2-diazenediyl)bis[N-hydroxy-2-methyl-",NA,NA,NA,INACTIVE
5486765,C8H18N6O2,230.27,0.2,4,6,TRUE,32813-95-9,26398,32813959,NA,NA,"Propanimidamide, 2,2'-(1,2-diazenediyl)bis[N-hydroxy-2-methyl-",NA,NA,NA,INACTIVE
637566,C10H18O,154.25,2.9,1,1,TRUE,624-15-7,6375,624157,NA,NA,"2,6-Octadien-1-ol, 3,7-dimethyl-",NA,NA,NA,ACTIVE
1201386,C3H4N2S,100.14,-0.3,2,1,TRUE,872-35-5,7301,872355,NA,NA,"2H-Imidazole-2-thione, 1,3-dihydro-",NA,NA,NA,ACTIVE
3037264,C13H10N4O4S2,350.4,0.4,4,6,TRUE,63811-40-5,33548,63811405,NA,NA,"4,6(1H,5H)-Pyrimidinedione, 5-[5-(hexahydro-4,6-dioxo-2-thioxo-5-pyrimidinyl)-2,4-pentadien-1-ylidene]dihydro-2-thioxo-",NA,NA,NA,ACTIVE
6441920,C13H10N4O4S2,350.4,0.4,4,6,TRUE,63811-40-5,33548,63811405,NA,NA,"4,6(1H,5H)-Pyrimidinedione, 5-[5-(hexahydro-4,6-dioxo-2-thioxo-5-pyrimidinyl)-2,4-pentadien-1-ylidene]dihydro-2-thioxo-",NA,NA,NA,ACTIVE
6436315,C29H25ClN2S2,501.1,NA,0,4,FALSE,1742-90-1,9131,1742901,NA,NA,"Naphtho[1,2-d]thiazolium, 1-methyl-2-[2-[(1-methylnaphtho[1,2-d]thiazol-2(1H)-ylidene)methyl]-1-buten-1-yl]-, chloride (1:1)",NA,NA,NA,ACTIVE
12257,C4H8O2,88.11,0.9,0,2,FALSE,625-55-8,6418,625558,NA,NA,"Formic acid, 1-methylethyl ester",NA,NA,NA,ACTIVE
6335261,FeSb+3,177.6,NA,0,0,FALSE,12022-92-3,17486,12022923,NA,NA,"Antimony, compd. with iron (1:1)",NA,NA,NA,INACTIVE
79464,C12H14O,174.24,3.1,0,1,TRUE,5422-88-8,13280,5422888,NA,NA,"Methanone, cyclopentylphenyl-",NA,NA,NA,INACTIVE
112723,C18H39O4P,350.5,6.9,1,4,FALSE,61792-40-3,32307,61792403,NA,NA,"Phosphoric acid, monodecyl monooctyl ester",NA,NA,NA,ACTIVE
171245,CeOSn+5,274.83,NA,0,1,FALSE,53169-23-6,29819,53169236,NA,NA,Cerium tin oxide (CeSnO4),NA,NA,NA,INACTIVE
105331,C17H14Cl2N4O2,377.2,4.5,0,5,TRUE,66214-45-7,35729,66214457,NA,NA,"3H-Pyrazol-3-one, 2-(2,5-dichlorophenyl)-2,4-dihydro-4-[2-(2-methoxyphenyl)diazenyl]-5-methyl-",NA,NA,NA,INACTIVE
13068,C15H12,192.25,5.1,0,0,FALSE,779-02-2,5058,779022,NA,NA,"Anthracene, 9-methyl-",NA,NA,NA,ACTIVE
7922,C4H4O3,100.07,-0.5,0,3,TRUE,108-30-5,2560,108305,NA,NA,"2,5-Furandione, dihydro-",NA,NA,NA,ACTIVE
112153,C15H19N5O4S,365.4,2.8,2,9,TRUE,69766-79-6,51857,69766796,NA,NA,"1,2-Propanediol, 3-[ethyl[3-methyl-4-[2-(5-nitro-2-thiazolyl)diazenyl]phenyl]amino]-",NA,NA,NA,ACTIVE
172023,C18H19F22N2O8PS2,904.4,6.1,1,32,FALSE,67939-87-1,37971,67939871,NA,NA,"1-Pentanesulfonamide, N,N'-[phosphinicobis(oxy-2,1-ethanediyl)]bis[N-ethyl-1,1,2,2,3,3,4,4,5,5,5-undecafluoro-",NA,NA,S,INACTIVE
7616,C9H21N,143.27,2.8,0,1,TRUE,102-69-2,2150,102692,NA,NA,"1-Propanamine, N,N-dipropyl-",NA,NA,NA,ACTIVE
23665884,C14H29NaO5S,332.43,NA,0,5,FALSE,9004-82-4,16034,9004824,NA,NA,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(dodecyloxy)-, sodium salt (1:1)",NA,NA,XU,ACTIVE
87490204,C14H30NaO5S,333.44,NA,1,5,FALSE,9004-82-4,16034,9004824,NA,NA,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(dodecyloxy)-, sodium salt (1:1)",NA,NA,XU,ACTIVE
134813725,C14H33NNaO5S+,350.47,NA,2,6,FALSE,9004-82-4,16034,9004824,NA,NA,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(dodecyloxy)-, sodium salt (1:1)",NA,NA,XU,ACTIVE
107332,C5H7ClO3,150.56,0.7,0,3,TRUE,4755-81-1,12794,4755811,NA,NA,"Butanoic acid, 2-chloro-3-oxo-, methyl ester",NA,NA,NA,ACTIVE
23702610,C22H17N2NaO8S2,524.5,NA,3,10,FALSE,15225-09-9,19703,15225099,NA,NA,"2-Anthracenesulfonic acid, 1-amino-9,10-dihydro-4-[[3-[(2-hydroxyethyl)sulfonyl]phenyl]amino]-9,10-dioxo-, sodium salt (1:1)",NA,NA,PMN,INACTIVE
7110,C12H8Br2,312,5.7,0,0,FALSE,92-86-4,1604,92864,NA,NA,"1,1'-Biphenyl, 4,4'-dibromo-",NA,NA,S,ACTIVE
166224,C25H14ClF2N5Na2O8S2,696,NA,3,15,FALSE,72139-17-4,55672,72139174,NA,NA,"2-Anthracenesulfonic acid, 1-amino-4-[[3-[(5-chloro-2,6-difluoro-4-pyrimidinyl)amino]-2-methyl-5-sulfophenyl]amino]-9,10-dihydro-9,10-dioxo-, sodium salt (1:2)",NA,NA,NA,ACTIVE
22043,C9H9BrO2,229.07,3.5,0,2,TRUE,5798-75-4,13559,5798754,NA,NA,"Benzoic acid, 4-bromo-, ethyl ester",NA,NA,NA,INACTIVE
106363,C27H26N2O6S2,538.6,6.7,2,8,FALSE,68015-60-1,38558,68015601,NA,NA,"Benzenesulfonic acid, 2-amino-, 1,1'-[(1-methylethylidene)di-4,1-phenylene] ester",NA,NA,NA,ACTIVE
70337,C12H16O,176.25,3.5,0,1,TRUE,942-92-7,7526,942927,NA,NA,"1-Hexanone, 1-phenyl-",NA,NA,NA,ACTIVE
24540,H9N2O4P,132.06,NA,3,4,FALSE,7783-28-0,10795,7783280,NA,NA,"Phosphoric acid, ammonium salt (1:2)",NA,NA,NA,ACTIVE
53432490,C25H49N2NaO6S,528.7,NA,3,7,FALSE,68134-15-6,40018,68134156,NA,NA,"1-Propanesulfonic acid, 2-hydroxy-3-[(2-hydroxyethyl)[2-[(1-oxo-9-octadecen-1-yl)amino]ethyl]amino]-, sodium salt (1:1)",NA,NA,NA,ACTIVE
23668643,C25H49N2NaO6S,528.7,NA,3,7,FALSE,68134-15-6,40018,68134156,NA,NA,"1-Propanesulfonic acid, 2-hydroxy-3-[(2-hydroxyethyl)[2-[(1-oxo-9-octadecen-1-yl)amino]ethyl]amino]-, sodium salt (1:1)",NA,NA,NA,ACTIVE
23688492,C25H49N2NaO6S,528.7,NA,3,7,FALSE,68134-15-6,40018,68134156,NA,NA,"1-Propanesulfonic acid, 2-hydroxy-3-[(2-hydroxyethyl)[2-[(1-oxo-9-octadecen-1-yl)amino]ethyl]amino]-, sodium salt (1:1)",NA,NA,NA,ACTIVE
9865,C2H4S,60.12,0.6,0,1,FALSE,420-12-2,4306,420122,NA,NA,Thiirane,NA,NA,NA,ACTIVE
127,C8H8O3,152.15,0.8,2,3,TRUE,156-38-7,3906,156387,NA,NA,"Benzeneacetic acid, 4-hydroxy-",NA,NA,NA,ACTIVE
83069,C15H33N3,255.44,4.2,0,3,TRUE,13036-83-4,18247,13036834,NA,NA,"1,3,5-Triazine, 1,3,5-tributylhexahydro-",NA,NA,NA,INACTIVE
